10000 20000
2854 9540 32572649 
2855 5464 55289019 
2855 6999 16440642 
2856 9175 14730249 
2856 5525 75858044 
2856 6688 19992159 
2857 9086 42510300 
2858 9346 97445811 
2859 9780 53355701 
2859 9963 87779613 
2860 7718 62618797 
2860 8922 36298920 
2860 9502 16132723 
2860 3741 27453494 
2860 6715 24792628 
2860 3409 37563070 
2860 5324 88951296 
2861 3499 35830785 
2862 6120 57963362 
2862 4176 33570706 
2862 3207 67598590 
2863 9186 60855015 
2863 8088 2832685 
2863 3837 20880 
2863 7213 34736412 
2863 6535 24274898 
2864 7206 98579792 
2864 9551 87670811 
2864 4257 25038696 
2865 8178 58537991 
2865 8923 33903796 
2865 4075 99348840 
2865 5194 16569746 
2866 8996 52583 
2866 8512 48796377 
2867 4946 45601271 
2868 8221 86342755 
2868 8980 21639961 
2868 5418 19436596 
2868 3706 54505181 
2868 4068 89609578 
2869 7679 77373245 
2870 5417 4174364 
2870 4572 57624218 
2870 5952 85496486 
2870 6210 15051136 
2871 7549 67917352 
2871 3527 32538889 
2872 9278 94655707 
2872 6088 40589856 
2872 4579 12803908 
2872 5267 14121608 
2873 3665 91334103 
2873 5967 62660728 
2873 6359 88542472 
2873 4818 36975311 
2874 4876 79563857 
2875 8228 98330003 
2875 6295 55944292 
2875 5751 87273696 
2875 5427 56454636 
2876 5189 92198607 
2876 5553 13228585 
2876 6259 37284476 
2876 7931 42882595 
2876 7426 37271843 
2876 4131 19798253 
2877 9648 58308171 
2877 6548 15902329 
2877 9031 46040494 
2877 3240 37251828 
2878 7290 55078363 
2878 6098 73571003 
2878 5137 93046725 
2878 3898 6824252 
2879 6114 86389679 
2880 6957 42151794 
2880 4952 97690212 
2880 7163 79544910 
2881 4089 71824917 
2882 3402 35014399 
2882 5891 50168984 
2882 4411 61559815 
2882 8871 85147385 
2883 5131 27392450 
2883 5809 63411612 
2883 4038 70551999 
2883 3722 75931572 
2883 2972 10167519 
2884 6464 43863641 
2884 6603 25457059 
2884 5858 61412929 
2885 3876 92299495 
2885 3880 71594373 
2885 4057 6906361 
2886 3962 36743448 
2886 4095 57500980 
2886 6882 84205421 
2886 8982 95162147 
2887 4941 29315621 
2887 6542 12306914 
2887 4739 90931247 
2887 3381 21046986 
2887 7716 3596831 
2887 4013 51544539 
2887 9426 71613754 
2889 7265 37174339 
2889 9242 16038018 
2889 3040 5397997 
2889 8606 494509 
2890 9452 16356499 
2890 3289 60342253 
2890 3431 52006619 
2890 8327 22416504 
2890 9621 73874037 
2890 8990 85639799 
2890 7535 91564072 
2890 7033 35307331 
2891 9801 84304069 
2891 3409 66033710 
2892 6746 38878085 
2892 8393 72171755 
2893 4153 37324101 
2893 7239 87224243 
2893 2947 83676429 
2893 7637 58984291 
2894 7159 38483124 
2894 4255 38527570 
2894 9982 44991404 
2894 5129 1774537 
2894 6600 70929413 
2894 8786 89297537 
2894 4875 54645492 
2894 8897 78427950 
2894 8563 56939592 
2895 8430 57376557 
2895 3789 62632443 
2895 6126 76664903 
2895 6274 27955689 
2896 3682 99813887 
2896 9682 14425144 
2896 9368 91629731 
2897 4239 33651438 
2897 4249 71646382 
2897 3649 38536976 
2897 8041 20694619 
2898 8386 10999302 
2898 8608 78477652 
2900 8857 30383113 
2900 8092 57084873 
2900 3671 83766230 
2901 8986 60205725 
2901 5362 11222820 
2901 7784 82617404 
2902 5305 29738172 
2903 9764 39734051 
2903 3079 111256 
2903 7772 64484640 
2903 7186 67144527 
2904 7993 68025518 
2904 8343 25348439 
2904 3152 76139334 
2906 9033 34486650 
2906 9292 59911539 
2906 2957 63159263 
2906 9882 37235037 
2907 4940 49622849 
2908 8923 65919532 
2909 8990 5583484 
2909 9393 14447757 
2909 9086 33369371 
2909 5022 42471123 
2909 3863 67913285 
2909 4055 97244627 
2909 3541 73255742 
2910 6309 71770390 
2910 8992 61182836 
2912 2971 75890007 
2912 6309 20238620 
2912 6810 5190684 
2912 7802 20589801 
2912 6390 91147619 
2913 9923 55917201 
2913 9157 85431923 
2913 9727 15128427 
2914 6287 55806484 
2915 3738 17981715 
2915 7270 6141715 
2915 6127 98964143 
2916 3092 52258942 
2916 4516 32736270 
2916 3259 45994474 
2916 8234 69748741 
2917 5615 56781210 
2917 6225 28141196 
2917 9458 47388555 
2918 9442 9181737 
2919 3822 43560810 
2919 6783 6405152 
2919 3275 63993222 
2920 6603 25169977 
2920 4382 43806534 
2920 3998 52084696 
2920 3867 56210657 
2920 5046 37968060 
2921 7378 75370596 
2921 7107 32723177 
2922 3279 5382057 
2922 9657 7749777 
2923 7331 23965898 
2923 5515 46007409 
2923 7869 80334859 
2924 7145 85704394 
2924 3912 77850460 
2924 3146 51655776 
2925 5779 70767576 
2925 9224 33869156 
2926 4644 74145080 
2926 9276 82547752 
2926 4168 85013272 
2926 9619 494526 
2927 7373 83438269 
2927 8557 25425559 
2927 7833 6903040 
2927 4821 79605616 
2927 4259 79076988 
2928 3166 86231997 
2929 3775 49313730 
2931 9777 81924349 
2931 6745 60688714 
2932 5061 25832015 
2932 5114 53210601 
2932 9396 99728226 
2932 5164 41767153 
2933 7756 63669136 
2933 3764 53734769 
2934 6888 2271008 
2934 4197 3477605 
2935 5768 33812075 
2935 5229 9056792 
2935 6723 34598659 
2935 3934 91830746 
2935 5829 21459565 
2935 5335 85582922 
2936 9100 53022495 
2937 9417 73198821 
2937 3642 49232414 
2937 9190 2648674 
2937 6767 30791752 
2937 7592 6469346 
2939 7757 50468800 
2939 6857 66595032 
2939 6013 31480941 
2939 4137 93995523 
2940 5845 29392803 
2940 3305 70851348 
2940 6137 33665885 
2940 7142 39983710 
2940 8654 73583897 
2942 9741 6669554 
2943 7875 44766908 
2943 4368 46848814 
2944 5271 94095191 
2944 5818 12785437 
2944 6140 28158358 
2945 6538 31597249 
2945 7742 76881082 
2945 7421 6818378 
2946 6827 83696582 
2946 5378 85711823 
2946 9140 60114044 
2946 5777 55787959 
2947 6762 85433005 
2947 8294 16525404 
2947 8401 77641092 
2947 6216 44451220 
2947 7044 71882334 
2947 4287 18477883 
2948 7188 45838434 
2948 7681 46590537 
2948 5863 59057920 
2949 6039 19375180 
2949 6046 42263034 
2950 8281 89394603 
2950 5800 34605758 
2951 4191 47731254 
2951 9111 60564694 
2951 7122 25306572 
2951 3966 82719444 
2952 3792 65543178 
2952 5535 99972804 
2952 2961 20905393 
2952 4815 67276122 
2953 8958 77444884 
2953 4634 14665067 
2953 5899 78939997 
2954 5781 39432554 
2954 9876 57698294 
2954 3016 69846308 
2954 3550 73758014 
2957 2963 10743086 
2958 3697 14890788 
2958 9641 31383894 
2959 7771 68656363 
2959 7554 1644302 
2959 6504 30333443 
2960 4703 11336789 
2960 6348 28201679 
2961 3289 42017803 
2961 6573 8121884 
2962 5629 96203548 
2962 9556 82419274 
2963 6226 40951332 
2963 5715 79391773 
2963 5401 32295986 
2963 5250 33316595 
2963 9923 81424518 
2964 4556 64738861 
2964 8647 84795712 
2964 6593 9341645 
2965 9702 84585669 
2965 3532 48502725 
2965 4065 49135223 
2965 8254 82024810 
2965 3928 46468291 
2966 3345 23029528 
2966 8003 70272984 
2967 7201 71525305 
2967 9134 47204485 
2967 7341 40208531 
2967 8270 87354894 
2968 6864 92077828 
2968 9791 61370039 
2968 3057 24043357 
2970 6899 19405415 
2971 8479 17166609 
2971 8217 25682597 
2971 5156 28160186 
2971 6906 76031764 
2971 3758 67876934 
2972 3192 80993678 
2973 3523 28296161 
2973 5044 83045620 
2973 3190 97154075 
2973 6188 71679009 
2973 7368 13464193 
2974 4025 22334607 
2974 3584 18289925 
2974 5845 20924310 
2975 3342 60539555 
2975 8485 37634488 
2975 5523 85728835 
2975 6974 75584051 
2975 3028 35750201 
2976 4825 97788970 
2976 9913 44117016 
2976 8282 53144551 
2976 9329 81610263 
2977 8541 58639852 
2977 9125 79064763 
2977 5934 3983147 
2977 6722 78514973 
2977 6633 99321277 
2977 7012 62482373 
2977 5710 10364274 
2977 7523 42190304 
2978 9993 25775936 
2978 3919 16335851 
2978 6152 80226408 
2978 3487 55345095 
2978 4372 59526109 
2978 9676 86532427 
2979 4635 37580835 
2979 8587 47719413 
2979 4022 58393682 
2980 7191 13137618 
2982 4767 3159921 
2983 4033 64137041 
2983 7606 27064453 
2983 5040 89896049 
2984 8731 99039807 
2984 9987 31208577 
2984 4994 15164088 
2984 9534 78969434 
2985 7267 68722175 
2985 5890 63966479 
2985 3946 47714761 
2986 4312 2345571 
2986 4206 66466623 
2987 7314 51711959 
2987 6180 90750475 
2988 8143 84130754 
2988 8421 18060307 
2988 8232 23410982 
2988 8938 4430991 
2988 3757 32087432 
2988 8113 28266591 
2988 4728 48951432 
2988 7380 71561172 
2989 8890 32303642 
2989 6506 61418892 
2989 5064 20610654 
2989 3578 10708334 
2990 6350 88923602 
2991 7658 59793065 
2991 5214 61729766 
2991 5984 26919234 
2991 3098 28392836 
2992 6195 96665003 
2992 4235 67450515 
2992 3543 51204981 
2992 5926 5390583 
2992 5311 71778874 
2993 7255 38507080 
2993 7042 65006209 
2994 5390 39385978 
2994 7715 88907004 
2995 8507 31165312 
2995 3787 65764656 
2995 7134 39549765 
2996 6647 60283063 
2996 8337 81431647 
2996 4183 73394845 
2996 3804 56201093 
2996 4613 73947100 
2996 9057 22864791 
2997 7818 81306134 
2997 9082 71905761 
2997 8182 47226272 
2998 4753 12728456 
2998 9801 41366345 
2998 9928 38175563 
2998 9515 57270920 
2999 6955 68350208 
2999 3226 27386292 
2999 8191 12618980 
2999 4731 68149135 
2999 4241 28746626 
3000 5004 41271180 
3000 7821 71323038 
3000 8783 85839065 
3001 6566 62996635 
3001 9996 64842436 
3001 5499 31660057 
3001 9271 57209971 
3002 5644 95231408 
3003 6858 97396195 
3003 7899 39038890 
3004 5143 97370673 
3005 6844 90742213 
3005 4253 38965345 
3005 7214 1730049 
3005 9610 77416884 
3006 3915 38056850 
3006 7627 55852759 
3007 3513 70591898 
3007 8223 78793566 
3007 3525 24345914 
3007 6503 51229481 
3009 6510 96929123 
3009 6829 56405955 
3010 4738 61256029 
3010 6167 2309842 
3010 5250 47076662 
3012 9834 46726529 
3012 3296 93513027 
3013 8988 50471825 
3013 9963 32549525 
3013 5054 55640595 
3013 4679 11013344 
3013 9143 84769073 
3014 9126 17138155 
3014 5149 10700652 
3014 7080 27820293 
3015 7328 25094063 
3015 6760 9573123 
3015 5083 22634136 
3016 5143 1571949 
3016 4536 4755494 
3016 3452 40324207 
3016 4834 91922549 
3016 7076 54452153 
3017 4450 3534190 
3018 6059 82569810 
3018 8555 5647939 
3018 9760 51326616 
3018 8543 55330812 
3019 5982 68948006 
3019 3757 36550975 
3019 7202 76418605 
3020 5166 81831551 
3020 3549 76624406 
3020 5989 32708572 
3020 7943 82789950 
3021 8350 96315813 
3021 5549 57452345 
3021 6482 3018536 
3021 4778 54355988 
3022 5065 98904854 
3022 9733 55868778 
3022 8966 70879319 
3023 4581 98496330 
3023 5236 35340058 
3023 6886 19497390 
3024 4066 60564187 
3024 5316 44376948 
3024 6189 84167910 
3024 5262 16043446 
3024 9430 43618087 
3025 6458 15185805 
3025 3396 17704974 
3025 5905 42707329 
3025 3588 87680747 
3025 6574 20164383 
3026 5331 68799296 
3026 5974 81776925 
3027 8930 3585552 
3027 9148 44345493 
3028 9246 69643836 
3028 9329 42124480 
3029 6939 99893467 
3029 5324 53352893 
3029 3704 90367319 
3029 9073 4554575 
3030 7573 56202953 
3030 5259 89657189 
3032 8510 88791031 
3032 4048 5427767 
3032 5309 73904851 
3032 4770 44188927 
3033 5217 88360936 
3033 8493 59428805 
3034 7432 90869928 
3034 8866 2664703 
3034 6078 96491867 
3034 6328 23903662 
3035 9478 56659425 
3035 6953 46394287 
3036 9993 23113964 
3036 4643 71291936 
3037 6767 68040885 
3037 6560 6283493 
3037 4674 73937294 
3038 7639 2846769 
3038 4635 37589248 
3038 4766 46935021 
3038 5805 21145483 
3039 3517 2955058 
3039 8220 52050847 
3039 4578 29372043 
3039 4584 99511799 
3040 9802 20347027 
3040 3120 50551546 
3041 4580 56489237 
3042 3751 35619738 
3043 9585 55361056 
3044 3459 25763262 
3044 4673 24309231 
3044 7324 24236771 
3045 3477 20045048 
3045 7909 47237778 
3046 6622 22469295 
3046 5062 8048440 
3046 5083 32743577 
3048 8243 65894255 
3048 6042 94213107 
3048 5368 68994901 
3049 9788 93174294 
3049 4608 46535670 
3050 6331 44645756 
3050 9555 83462123 
3051 3711 83287836 
3052 3922 23301174 
3052 8783 61582764 
3054 7805 94836417 
3054 7698 82400170 
3054 3987 36813832 
3054 6055 24805037 
3055 9357 52607391 
3055 7000 52562492 
3055 9791 89697837 
3056 4858 49640225 
3056 6111 57411729 
3056 7839 378531 
3056 6172 29153964 
3057 8671 17482567 
3057 9426 7305025 
3057 5386 46058652 
3057 9548 43227513 
3057 3507 92012713 
3058 6926 28680223 
3058 4559 3385323 
3059 5257 83168177 
3059 3279 97215240 
3060 5437 34870534 
3060 4732 64220880 
3060 4731 46541171 
3060 7480 73262003 
3060 8233 48495632 
3062 4571 85491601 
3062 4735 49727526 
3062 8511 57085425 
3063 3724 53981731 
3063 5761 4919397 
3063 5428 29544177 
3063 5007 3912393 
3063 5079 56298825 
3064 9183 31134491 
3064 7866 94179347 
3064 3120 2010011 
3065 4413 25910222 
3067 7984 77136246 
3067 7855 29605635 
3068 9419 42136165 
3068 5150 68174908 
3068 6281 28469560 
3068 9455 51813797 
3068 8433 99202773 
3068 7856 80794385 
3068 7585 71032870 
3069 5857 43828334 
3069 3274 80483734 
3070 7894 66635488 
3071 8238 20551061 
3071 4022 478400 
3072 4810 22488101 
3073 9428 17204565 
3073 5471 68734287 
3073 8495 41785681 
3074 9665 18144210 
3074 3991 31256349 
3075 4130 7928829 
3075 3465 28099053 
3075 5611 55479147 
3075 7178 84437655 
3075 9856 64572702 
3075 8055 29448863 
3076 5726 57167380 
3076 3347 50492949 
3077 4451 73669221 
3077 9470 64708800 
3077 9144 73389996 
3078 9773 22952035 
3078 5784 47789135 
3078 3863 66150297 
3078 5134 93700003 
3078 8964 1529232 
3079 3792 98157792 
3079 4585 82442567 
3081 6652 94006051 
3081 7735 99953484 
3081 3611 78858336 
3081 3121 92062445 
3082 4079 4677942 
3082 6796 92250711 
3082 3823 55144951 
3082 6064 39521178 
3082 7078 17812480 
3083 8106 8357801 
3084 4732 53061517 
3085 4545 81804988 
3085 4600 68532601 
3086 4034 44981324 
3087 4201 34155680 
3087 4871 32085028 
3088 6320 4072659 
3088 4787 21917307 
3088 6779 84600137 
3088 7837 50958487 
3089 7439 2628172 
3090 3366 19293563 
3090 5174 51780047 
3091 9663 53320606 
3091 8916 99202004 
3092 9081 55666057 
3092 4652 14339437 
3092 9788 50142339 
3092 8674 41756781 
3093 7916 73791295 
3093 9333 13092516 
3093 3114 94355319 
3093 4013 46452850 
3093 5229 66763896 
3094 5669 97224508 
3094 5350 24951674 
3094 3858 17736888 
3094 3444 50435225 
3094 4307 70251378 
3094 8553 38046291 
3095 7550 76890129 
3096 5224 52556562 
3096 7313 9625386 
3096 3755 55138369 
3097 3866 37561774 
3097 7311 43991128 
3097 5576 83389290 
3097 5384 92692199 
3098 4480 62735475 
3099 8139 22245360 
3099 9980 7391135 
3099 9648 26695231 
3099 7312 92661453 
3100 7275 53927705 
3100 3849 98707345 
3101 8620 43860543 
3101 7745 84885922 
3101 4796 40822775 
3101 3709 46680141 
3102 5788 65678021 
3102 5711 42640608 
3102 4304 46114428 
3102 6635 91391062 
3103 7303 26368135 
3103 4537 93957827 
3103 9230 65604722 
3103 3771 48300435 
3104 6779 25335287 
3104 3587 86145327 
3104 6859 68769531 
3104 5365 18869118 
3104 5632 4531577 
3105 3287 7371457 
3105 5407 23877207 
3105 6598 77998581 
3105 9238 2938734 
3106 6489 4521870 
3107 3182 93213738 
3107 9864 73132881 
3107 9902 22950382 
3107 9799 12966893 
3107 9895 825826 
3107 9070 7624727 
3107 9232 12017183 
3107 6117 61928044 
3108 6838 31888511 
3108 5005 8716244 
3108 5963 32473255 
3108 8922 51038093 
3108 7626 57595464 
3109 9919 81927701 
3109 8420 37291083 
3109 7907 38644945 
3110 4704 89362994 
3111 5194 89172650 
3111 3964 79600516 
3111 6514 87263883 
3111 7218 63138077 
3111 6083 87172259 
3112 9795 78420278 
3112 3612 99712871 
3112 6926 25774499 
3113 6474 11203408 
3113 6705 17718667 
3114 8613 64223135 
3114 7404 65046074 
3114 5511 25192909 
3115 4674 78021383 
3115 3677 96562264 
3115 7102 15631418 
3115 7737 24524541 
3115 4491 51564071 
3115 6564 56000218 
3115 8749 75451237 
3116 4317 86332452 
3117 5190 94087498 
3117 7684 31397069 
3117 3929 73757571 
3118 5784 17409187 
3118 8254 66237114 
3118 8530 87141549 
3119 6788 90981044 
3119 3280 38919052 
3119 3821 66525818 
3119 5728 99084942 
3119 4897 80430171 
3120 9017 17907537 
3120 6344 64830008 
3120 9772 77288955 
3121 8982 24440904 
3121 9589 39784069 
3122 7501 66306606 
3122 5334 25498713 
3123 3799 56501754 
3123 9138 31635894 
3123 5520 35568458 
3123 9754 62897993 
3124 4817 34073092 
3124 9003 64643739 
3124 8887 80067062 
3124 8797 26718430 
3125 6348 35956946 
3125 7714 19442879 
3126 3862 93252455 
3126 6414 98135063 
3126 4587 64132800 
3126 9634 58771086 
3126 5367 51167754 
3127 6954 78262470 
3127 8060 29806110 
3128 6313 24625648 
3129 4398 19829074 
3129 9689 64811343 
3130 6201 25191342 
3131 8970 51874715 
3131 7913 8527851 
3132 7911 702469 
3132 4537 16821165 
3132 3593 93559204 
3133 8455 7904957 
3133 3743 33174685 
3134 6130 73715497 
3134 4162 66664251 
3134 5868 1254048 
3134 5902 75514154 
3134 4524 37656110 
3136 3269 31760434 
3137 3643 73492488 
3137 7267 1734377 
3138 8974 17224496 
3138 6560 9903329 
3139 8794 28089887 
3139 4918 87631310 
3139 8506 25565630 
3140 7539 74487843 
3140 8063 91295 
3141 4416 67618548 
3141 3680 37454224 
3141 6577 81538222 
3141 5980 78072520 
3141 5180 91451547 
3142 5117 7830759 
3143 7702 71819649 
3143 9841 58701251 
3143 6258 52023198 
3144 8298 78946002 
3144 3611 76936941 
3144 3912 8302126 
3145 5941 54042383 
3145 6621 6064021 
3147 4574 99573951 
3147 5188 93727466 
3148 3861 40810186 
3148 4086 55480734 
3148 8199 84413310 
3148 6443 99030173 
3149 5388 56878188 
3149 9926 92321905 
3150 9038 57539967 
3150 7277 36465482 
3150 8349 53288671 
3151 6364 49973939 
3151 9872 4524270 
3151 5086 90346247 
3151 7734 15339455 
3152 9601 5403703 
3152 4123 20653021 
3152 8737 89169829 
3152 7950 29063212 
3152 3598 82445444 
3152 5466 26942649 
3152 5387 64096275 
3153 4171 73346049 
3153 5470 31821690 
3153 9712 30374629 
3153 3246 50930893 
3153 3181 73895362 
3153 6343 36209205 
3153 4741 71587960 
3153 8597 21825824 
3154 3244 96301524 
3155 7343 49251708 
3155 6400 26936525 
3155 7680 63089857 
3155 8863 59909482 
3155 3549 48743301 
3155 5638 85465341 
3156 5963 24662698 
3156 9544 52047493 
3157 6558 69248510 
3157 9070 37642620 
3157 6518 39006583 
3158 5417 95847346 
3158 9616 52471940 
3158 8831 97964770 
3158 4134 7786630 
3158 9747 78746172 
3159 8172 84455680 
3160 9085 68949846 
3160 7393 88998867 
3160 6549 44413844 
3161 8038 22639924 
3161 6872 70830727 
3161 8232 17946403 
3161 7126 26240842 
3162 5270 61037665 
3162 9937 74411562 
3162 7948 94452378 
3163 6671 88584819 
3163 7312 97817375 
3163 9749 93771778 
3163 5740 37563685 
3164 7112 58472313 
3164 7830 8874721 
3165 9573 63118334 
3165 6951 63131026 
3165 5448 65831227 
3166 3524 76393736 
3166 7037 11024730 
3166 7133 4789981 
3166 7580 54012628 
3167 3728 38223163 
3167 4644 50970113 
3167 5777 49693353 
3167 8491 92052101 
3168 9196 81238868 
3169 7582 48618825 
3169 7626 38607762 
3169 7837 57597892 
3170 4083 77084559 
3170 5120 16332171 
3170 8146 61637276 
3171 5183 21756313 
3172 9361 86442467 
3172 7949 48290869 
3172 7661 54069334 
3174 5355 68106266 
3175 8464 16598324 
3175 7887 40945346 
3175 8429 47570999 
3177 3245 90113140 
3177 8869 69480440 
3177 7061 31518026 
3177 8395 32088752 
3178 6215 6032137 
3178 7460 68181776 
3178 6088 47099203 
3179 7667 61129896 
3179 5333 7370118 
3179 5696 54274724 
3179 7118 48994734 
3179 7598 82099322 
3180 8608 46336051 
3180 4726 66276600 
3180 3236 42429476 
3181 6608 9533764 
3182 9296 25804949 
3182 4517 14111321 
3182 6629 19507068 
3182 9125 18084019 
3183 5355 81324386 
3183 7276 25723297 
3184 8674 27698389 
3184 6396 109136 
3184 6301 66479174 
3185 5550 75348538 
3185 3486 91374399 
3185 4936 20443623 
3185 8668 52936243 
3186 5776 65363830 
3186 3959 83422319 
3186 9583 17779012 
3186 6995 81515422 
3186 6766 44653470 
3186 3749 11636015 
3187 4037 56385462 
3187 5397 32894667 
3188 6174 56942876 
3188 9387 7104972 
3188 9760 22200145 
3189 4511 47597049 
3189 6306 81366861 
3190 3245 89716950 
3190 9085 93379896 
3190 8175 63949281 
3191 8346 25435995 
3191 7940 20880306 
3191 4382 86617414 
3192 5174 99297612 
3192 7925 62374261 
3193 5902 15561798 
3193 4572 8774047 
3194 6663 71289781 
3194 7987 34107326 
3194 8509 3409272 
3194 6872 23991479 
3195 7666 82525954 
3195 7129 29182565 
3195 6019 66964056 
3196 6549 3629225 
3197 9313 60912269 
3197 3932 78415040 
3197 5597 58125116 
3198 7823 34363231 
3198 7141 7922877 
3198 5628 60412778 
3198 9865 99389979 
3198 5880 99353486 
3198 9357 52422397 
3199 8727 12806425 
3199 7560 65398743 
3199 4310 70069968 
3200 9177 66257913 
3200 7856 68775503 
3200 3661 81560704 
3200 6224 52760386 
3201 3240 17026442 
3202 4612 66461007 
3202 4639 28853812 
3203 5722 75842024 
3204 8084 38607411 
3204 8636 21113614 
3204 9722 61580676 
3207 3246 93644622 
3208 5245 41788511 
3208 4770 9830365 
3208 3581 95773735 
3208 8364 41295093 
3208 7939 42659739 
3209 5435 30258392 
3209 4567 74714131 
3210 5527 32951224 
3210 3501 436029 
3211 4964 64623794 
3212 8893 21290622 
3212 5296 78081314 
3212 5499 57514256 
3213 9921 10506785 
3213 7029 49112066 
3213 4246 96273761 
3213 9102 65369540 
3213 4342 9361564 
3213 9652 85955626 
3214 9402 51452813 
3215 7256 23271380 
3215 7668 50564753 
3215 7971 54728070 
3215 8647 11814218 
3217 9389 36794585 
3217 3991 51682105 
3217 3893 37084878 
3218 5180 16950175 
3218 5182 66028168 
3218 5630 94662988 
3219 5236 68017347 
3219 4019 53845909 
3219 7859 94638509 
3219 9637 11440307 
3220 8075 2672895 
3220 7871 87591706 
3220 4772 28083610 
3221 7343 56225746 
3221 7860 96509479 
3222 7253 52151931 
3223 8573 46272612 
3223 3590 54486591 
3223 8789 15437982 
3223 8915 93026922 
3224 5768 13167220 
3225 9023 77423109 
3226 4606 18696718 
3227 5097 89485774 
3227 5606 75510880 
3227 9331 35810284 
3228 5159 3310826 
3228 7939 31277984 
3228 6718 26053039 
3228 3334 10131182 
3228 7306 48979367 
3229 5849 334652 
3229 6752 55317620 
3229 3407 10549046 
3229 7504 79414268 
3229 4047 8130657 
3229 5958 47053049 
3230 9697 70810400 
3230 7287 15311981 
3231 7470 36202034 
3231 6345 59386581 
3231 7526 9653471 
3232 8773 39880834 
3232 8062 70822333 
3232 7902 71046969 
3232 4250 42897708 
3232 6853 38777820 
3232 7377 71435372 
3233 4144 52950424 
3233 6464 5946221 
3233 7346 46715162 
3234 8428 21464420 
3234 5851 21506289 
3234 4379 3133970 
3234 6955 28932092 
3235 8389 40687867 
3236 9240 23715533 
3236 6244 3509170 
3236 4389 65019547 
3236 7295 37948920 
3238 8052 52095276 
3238 8998 75071044 
3238 4596 21109532 
3238 8133 19950214 
3239 9273 16057712 
3240 6308 3604793 
3240 7768 36764569 
3240 8154 33549674 
3240 8695 98290163 
3241 4744 54090059 
3241 9367 40407277 
3243 5586 79506486 
3243 5651 70392156 
3243 4422 77175204 
3243 9044 94167386 
3244 9988 88572344 
3244 3666 18126711 
3244 5229 76654006 
3244 7005 9337503 
3245 9137 42671412 
3245 6828 37133121 
3245 5206 46265830 
3246 7052 3233896 
3246 8269 85635377 
3246 5120 76868995 
3248 5615 79470311 
3248 5256 8984353 
3248 8299 93839791 
3249 4946 31951041 
3249 5257 72796510 
3249 4372 45673092 
3249 7560 47271306 
3249 5596 27603929 
3249 6870 32853515 
3249 8362 32486668 
3250 8068 75193726 
3251 5217 93381800 
3251 5277 66353081 
3251 8486 16398206 
3252 6656 36307412 
3252 9992 38831462 
3253 7680 20873075 
3253 3410 62749657 
3253 9475 2212120 
3254 6705 33373364 
3254 7329 95231091 
3254 4535 76826526 
3255 6430 26510130 
3255 5989 59186675 
3255 4481 24610726 
3255 4174 59672957 
3256 6642 92731245 
3256 4635 99146661 
3256 7910 76732031 
3257 7675 16950499 
3257 6993 84402054 
3257 7840 66244117 
3257 5899 67937179 
3257 9865 52400812 
3258 4326 11108493 
3258 3325 8573040 
3258 9466 72139923 
3258 8676 60355296 
3259 8372 6286787 
3259 7993 13277174 
3260 6440 76759193 
3260 4632 76925212 
3260 4218 7650651 
3261 6366 45660478 
3261 8877 27186133 
3262 7507 54461619 
3262 5839 698132 
3263 3670 45476850 
3263 5993 86980079 
3264 5637 42878538 
3264 4160 84495976 
3264 5280 2479814 
3264 6743 21624040 
3265 7579 27641274 
3265 6937 90349765 
3265 8686 2899705 
3266 8289 55041438 
3266 6219 60216466 
3266 5294 24597264 
3266 3677 24325970 
3267 6015 52174759 
3267 8891 82765388 
3268 4821 34662146 
3269 6570 59688793 
3269 3930 75929154 
3269 8607 19928125 
3270 5041 25659052 
3270 5753 17261222 
3270 7968 39388793 
3271 9607 10587247 
3271 9762 22222274 
3272 7253 46046653 
3272 6327 94516455 
3272 4609 76243468 
3272 9774 91161499 
3273 5470 1887412 
3273 8873 42423258 
3273 6023 49771428 
3274 6905 7517620 
3274 8448 66106174 
3275 8498 74290303 
3275 6567 37932220 
3276 8418 65832585 
3276 9486 12129889 
3276 6924 46322640 
3277 4294 71548026 
3277 9145 88485426 
3277 3952 30647047 
3277 7838 53379756 
3278 6039 22590360 
3278 7697 42420127 
3278 5808 5569402 
3278 4895 57318107 
3278 5628 13811270 
3280 8449 11130556 
3280 8860 4967046 
3280 9621 68666035 
3281 3908 964047 
3281 9851 30385979 
3281 9151 34432102 
3281 8459 46791095 
3282 6786 98088899 
3282 8351 84561081 
3282 6880 47253439 
3282 8439 90932890 
3283 6486 19313966 
3283 6215 78299920 
3283 8184 96225596 
3284 9929 45189791 
3284 3368 80335568 
3284 9520 39811002 
3285 6126 21226579 
3285 8308 48575642 
3286 4313 4113493 
3286 6718 1220231 
3286 8015 40110346 
3286 8243 23745403 
3287 6261 2779039 
3287 9171 84062302 
3287 8068 33534162 
3288 5649 40328067 
3289 6306 55967219 
3289 5520 88344160 
3289 9680 8145837 
3289 3462 37440506 
3289 5826 90665496 
3289 4820 74074797 
3291 6891 58059890 
3291 4138 65832378 
3292 6164 2565608 
3292 8326 55175612 
3292 9922 17076161 
3292 9702 84070838 
3292 4614 25974847 
3293 5093 5894233 
3295 7181 59288643 
3295 6645 48553947 
3296 3620 59705298 
3300 7832 14662069 
3300 9467 25300937 
3300 9901 90579204 
3300 7110 72291271 
3301 4093 37506145 
3301 8670 41118310 
3302 5349 14893013 
3302 9034 93841320 
3302 5553 57767961 
3303 3487 64329367 
3303 8848 9151066 
3303 3366 66667051 
3303 6238 54910090 
